PA,Time,AG,Starting_Age,Ending_Age,Sex,Total Pop
Ang Mo Kio,2012,65_to_69,65,69,Females,4510
Ang Mo Kio,2012,65_to_69,65,69,Males,3930
Ang Mo Kio,2012,70_to_74,70,74,Females,3720
Ang Mo Kio,2012,70_to_74,70,74,Males,3200
Ang Mo Kio,2012,75_to_79,75,79,Females,2380
Ang Mo Kio,2012,75_to_79,75,79,Males,1920
Ang Mo Kio,2012,80_to_84,80,84,Females,1650
Ang Mo Kio,2012,80_to_84,80,84,Males,1060
Ang Mo Kio,2012,85_to_89,85,89,Females,810
Ang Mo Kio,2012,85_to_89,85,89,Males,420
Ang Mo Kio,2012,90_and_over,NA,NA,Females,410
Ang Mo Kio,2012,90_and_over,NA,NA,Males,140
Ang Mo Kio,2013,0_to_4,0,4,Females,3570
Ang Mo Kio,2013,0_to_4,0,4,Males,3770
Ang Mo Kio,2013,10_to_14,10,14,Females,4390
Ang Mo Kio,2013,10_to_14,10,14,Males,4670
Ang Mo Kio,2013,15_to_19,15,19,Females,4870
Ang Mo Kio,2013,15_to_19,15,19,Males,4980
Ang Mo Kio,2013,20_to_24,20,24,Females,5420
Ang Mo Kio,2013,20_to_24,20,24,Males,5380
Ang Mo Kio,2013,25_to_29,25,29,Females,6070
Ang Mo Kio,2013,25_to_29,25,29,Males,5400
Ang Mo Kio,2013,30_to_34,30,34,Females,7220
Ang Mo Kio,2013,30_to_34,30,34,Males,6670
Ang Mo Kio,2013,35_to_39,35,39,Females,7210
Ang Mo Kio,2013,35_to_39,35,39,Males,6620
Ang Mo Kio,2013,40_to_44,40,44,Females,7150
Ang Mo Kio,2013,40_to_44,40,44,Males,6820
Ang Mo Kio,2013,45_to_49,45,49,Females,7050
Ang Mo Kio,2013,45_to_49,45,49,Males,7010
Ang Mo Kio,2013,5_to_9,5,9,Females,3960
Ang Mo Kio,2013,5_to_9,5,9,Males,4070
Ang Mo Kio,2013,50_to_54,50,54,Females,7140
Ang Mo Kio,2013,50_to_54,50,54,Males,7320
Ang Mo Kio,2013,55_to_59,55,59,Females,7370
Ang Mo Kio,2013,55_to_59,55,59,Males,6520
Ang Mo Kio,2013,60_to_64,60,64,Females,6760
Ang Mo Kio,2013,60_to_64,60,64,Males,6060
Ang Mo Kio,2013,65_to_69,65,69,Females,4910
Ang Mo Kio,2013,65_to_69,65,69,Males,4400
Ang Mo Kio,2013,70_to_74,70,74,Females,3810
Ang Mo Kio,2013,70_to_74,70,74,Males,3210
Ang Mo Kio,2013,75_to_79,75,79,Females,2400
Ang Mo Kio,2013,75_to_79,75,79,Males,2050
Ang Mo Kio,2013,80_to_84,80,84,Females,1730
Ang Mo Kio,2013,80_to_84,80,84,Males,1200
Ang Mo Kio,2013,85_to_89,85,89,Females,860
Ang Mo Kio,2013,85_to_89,85,89,Males,460
Ang Mo Kio,2013,90_and_over,NA,NA,Females,430
Ang Mo Kio,2013,90_and_over,NA,NA,Males,150
Ang Mo Kio,2014,0_to_4,0,4,Females,3540
Ang Mo Kio,2014,0_to_4,0,4,Males,3680
Ang Mo Kio,2014,10_to_14,10,14,Females,4290
Ang Mo Kio,2014,10_to_14,10,14,Males,4490
Ang Mo Kio,2014,15_to_19,15,19,Females,4700
Ang Mo Kio,2014,15_to_19,15,19,Males,4900
Ang Mo Kio,2014,20_to_24,20,24,Females,5320
Ang Mo Kio,2014,20_to_24,20,24,Males,5240
Ang Mo Kio,2014,25_to_29,25,29,Females,6040
Ang Mo Kio,2014,25_to_29,25,29,Males,5460
Ang Mo Kio,2014,30_to_34,30,34,Females,6930
Ang Mo Kio,2014,30_to_34,30,34,Males,6400
Ang Mo Kio,2014,35_to_39,35,39,Females,7140
Ang Mo Kio,2014,35_to_39,35,39,Males,6540
Ang Mo Kio,2014,40_to_44,40,44,Females,7310
Ang Mo Kio,2014,40_to_44,40,44,Males,6870
Ang Mo Kio,2014,45_to_49,45,49,Females,6910
Ang Mo Kio,2014,45_to_49,45,49,Males,6650
Ang Mo Kio,2014,5_to_9,5,9,Females,4000
Ang Mo Kio,2014,5_to_9,5,9,Males,4120
Ang Mo Kio,2014,50_to_54,50,54,Females,7140
Ang Mo Kio,2014,50_to_54,50,54,Males,7270
Ang Mo Kio,2014,55_to_59,55,59,Females,7250
Ang Mo Kio,2014,55_to_59,55,59,Males,6630
Ang Mo Kio,2014,60_to_64,60,64,Females,6880
Ang Mo Kio,2014,60_to_64,60,64,Males,6090
Ang Mo Kio,2014,65_to_69,65,69,Females,5260
Ang Mo Kio,2014,65_to_69,65,69,Males,4760
Ang Mo Kio,2014,70_to_74,70,74,Females,3850
Ang Mo Kio,2014,70_to_74,70,74,Males,3290
Ang Mo Kio,2014,75_to_79,75,79,Females,2620
Ang Mo Kio,2014,75_to_79,75,79,Males,2130
Ang Mo Kio,2014,80_to_84,80,84,Females,1790
Ang Mo Kio,2014,80_to_84,80,84,Males,1260
Ang Mo Kio,2014,85_to_89,85,89,Females,950
Ang Mo Kio,2014,85_to_89,85,89,Males,530
Ang Mo Kio,2014,90_and_over,NA,NA,Females,510
Ang Mo Kio,2014,90_and_over,NA,NA,Males,160
Ang Mo Kio,2015,0_to_4,0,4,Females,3320
Ang Mo Kio,2015,0_to_4,0,4,Males,3480
Ang Mo Kio,2015,10_to_14,10,14,Females,4110
Ang Mo Kio,2015,10_to_14,10,14,Males,4190
Ang Mo Kio,2015,15_to_19,15,19,Females,4630
Ang Mo Kio,2015,15_to_19,15,19,Males,4720
Ang Mo Kio,2015,20_to_24,20,24,Females,5160
Ang Mo Kio,2015,20_to_24,20,24,Males,5130
Ang Mo Kio,2015,25_to_29,25,29,Females,5840
Ang Mo Kio,2015,25_to_29,25,29,Males,5410
Ang Mo Kio,2015,30_to_34,30,34,Females,6460
Ang Mo Kio,2015,30_to_34,30,34,Males,5810
Ang Mo Kio,2015,35_to_39,35,39,Females,6860
Ang Mo Kio,2015,35_to_39,35,39,Males,6180
Ang Mo Kio,2015,40_to_44,40,44,Females,7110
Ang Mo Kio,2015,40_to_44,40,44,Males,6630
Ang Mo Kio,2015,45_to_49,45,49,Females,6690
Ang Mo Kio,2015,45_to_49,45,49,Males,6370
Ang Mo Kio,2015,5_to_9,5,9,Females,3800
Ang Mo Kio,2015,5_to_9,5,9,Males,3910
Ang Mo Kio,2015,50_to_54,50,54,Females,7020
Ang Mo Kio,2015,50_to_54,50,54,Males,7040
Ang Mo Kio,2015,55_to_59,55,59,Females,7090
Ang Mo Kio,2015,55_to_59,55,59,Males,6690
Ang Mo Kio,2015,60_to_64,60,64,Females,6950
Ang Mo Kio,2015,60_to_64,60,64,Males,6050
Ang Mo Kio,2015,65_to_69,65,69,Females,5810
Ang Mo Kio,2015,65_to_69,65,69,Males,5290
Ang Mo Kio,2015,70_to_74,70,74,Females,3630
Ang Mo Kio,2015,70_to_74,70,74,Males,3090
Ang Mo Kio,2015,75_to_79,75,79,Females,2810
Ang Mo Kio,2015,75_to_79,75,79,Males,2340
Ang Mo Kio,2015,80_to_84,80,84,Females,1930
Ang Mo Kio,2015,80_to_84,80,84,Males,1360
Ang Mo Kio,2015,85_to_89,85,89,Females,1010
Ang Mo Kio,2015,85_to_89,85,89,Males,580
Ang Mo Kio,2015,90_and_over,NA,NA,Females,510
Ang Mo Kio,2015,90_and_over,NA,NA,Males,200
Ang Mo Kio,2016,0_to_4,0,4,Females,3130
Ang Mo Kio,2016,0_to_4,0,4,Males,3380
Ang Mo Kio,2016,10_to_14,10,14,Females,3910
Ang Mo Kio,2016,10_to_14,10,14,Males,3980
Ang Mo Kio,2016,15_to_19,15,19,Females,4420
Ang Mo Kio,2016,15_to_19,15,19,Males,4570
Ang Mo Kio,2016,20_to_24,20,24,Females,5000
Ang Mo Kio,2016,20_to_24,20,24,Males,5010
Ang Mo Kio,2016,25_to_29,25,29,Females,5710
Ang Mo Kio,2016,25_to_29,25,29,Males,5400
Ang Mo Kio,2016,30_to_34,30,34,Females,5950
Ang Mo Kio,2016,30_to_34,30,34,Males,5230
Ang Mo Kio,2016,35_to_39,35,39,Females,6640
Ang Mo Kio,2016,35_to_39,35,39,Males,5920
Ang Mo Kio,2016,40_to_44,40,44,Females,6890
Ang Mo Kio,2016,40_to_44,40,44,Males,6190
Ang Mo Kio,2016,45_to_49,45,49,Females,6600
Ang Mo Kio,2016,45_to_49,45,49,Males,6170
Ang Mo Kio,2016,5_to_9,5,9,Females,3550
Ang Mo Kio,2016,5_to_9,5,9,Males,3580
Ang Mo Kio,2016,50_to_54,50,54,Females,6910
Ang Mo Kio,2016,50_to_54,50,54,Males,6840
Ang Mo Kio,2016,55_to_59,55,59,Females,6840
Ang Mo Kio,2016,55_to_59,55,59,Males,6690
Ang Mo Kio,2016,60_to_64,60,64,Females,7000
Ang Mo Kio,2016,60_to_64,60,64,Males,6060
Ang Mo Kio,2016,65_to_69,65,69,Females,6210
Ang Mo Kio,2016,65_to_69,65,69,Males,5540
Ang Mo Kio,2016,70_to_74,70,74,Females,3650
Ang Mo Kio,2016,70_to_74,70,74,Males,3030
Ang Mo Kio,2016,75_to_79,75,79,Females,3120
Ang Mo Kio,2016,75_to_79,75,79,Males,2550
Ang Mo Kio,2016,80_to_84,80,84,Females,1900
Ang Mo Kio,2016,80_to_84,80,84,Males,1440
Ang Mo Kio,2016,85_to_89,85,89,Females,1140
Ang Mo Kio,2016,85_to_89,85,89,Males,640
Ang Mo Kio,2016,90_and_over,NA,NA,Females,570
Ang Mo Kio,2016,90_and_over,NA,NA,Males,200
Ang Mo Kio,2017,0_to_4,0,4,Females,2900
Ang Mo Kio,2017,0_to_4,0,4,Males,3050
Ang Mo Kio,2017,10_to_14,10,14,Females,3790
Ang Mo Kio,2017,10_to_14,10,14,Males,3820
Ang Mo Kio,2017,15_to_19,15,19,Females,4170
Ang Mo Kio,2017,15_to_19,15,19,Males,4360
Ang Mo Kio,2017,20_to_24,20,24,Females,4770
Ang Mo Kio,2017,20_to_24,20,24,Males,4830
Ang Mo Kio,2017,25_to_29,25,29,Females,5730
Ang Mo Kio,2017,25_to_29,25,29,Males,5460
Ang Mo Kio,2017,30_to_34,30,34,Females,5370
Ang Mo Kio,2017,30_to_34,30,34,Males,4790
Ang Mo Kio,2017,35_to_39,35,39,Females,6340
Ang Mo Kio,2017,35_to_39,35,39,Males,5520
Ang Mo Kio,2017,40_to_44,40,44,Females,6710
Ang Mo Kio,2017,40_to_44,40,44,Males,6030
Ang Mo Kio,2017,45_to_49,45,49,Females,6470
Ang Mo Kio,2017,45_to_49,45,49,Males,5960
Ang Mo Kio,2017,5_to_9,5,9,Females,3350
Ang Mo Kio,2017,5_to_9,5,9,Males,3400
Ang Mo Kio,2017,50_to_54,50,54,Females,6700
Ang Mo Kio,2017,50_to_54,50,54,Males,6510
Ang Mo Kio,2017,55_to_59,55,59,Females,6580
Ang Mo Kio,2017,55_to_59,55,59,Males,6680
Ang Mo Kio,2017,60_to_64,60,64,Females,6950
Ang Mo Kio,2017,60_to_64,60,64,Males,6010
Ang Mo Kio,2017,65_to_69,65,69,Females,6270
Ang Mo Kio,2017,65_to_69,65,69,Males,5400
Ang Mo Kio,2017,70_to_74,70,74,Females,4090
Ang Mo Kio,2017,70_to_74,70,74,Males,3390
Ang Mo Kio,2017,75_to_79,75,79,Females,3300
Ang Mo Kio,2017,75_to_79,75,79,Males,2630
Ang Mo Kio,2017,80_to_84,80,84,Females,1920
Ang Mo Kio,2017,80_to_84,80,84,Males,1430
Ang Mo Kio,2017,85_to_89,85,89,Females,1170
Ang Mo Kio,2017,85_to_89,85,89,Males,690
Ang Mo Kio,2017,90_and_over,NA,NA,Females,610
Ang Mo Kio,2017,90_and_over,NA,NA,Males,200
Ang Mo Kio,2018,0_to_4,0,4,Females,2770
Ang Mo Kio,2018,0_to_4,0,4,Males,2840
Ang Mo Kio,2018,10_to_14,10,14,Females,3690
Ang Mo Kio,2018,10_to_14,10,14,Males,3710
Ang Mo Kio,2018,15_to_19,15,19,Females,4040
Ang Mo Kio,2018,15_to_19,15,19,Males,4220
Ang Mo Kio,2018,20_to_24,20,24,Females,4610
Ang Mo Kio,2018,20_to_24,20,24,Males,4680
Ang Mo Kio,2018,25_to_29,25,29,Females,5660
Ang Mo Kio,2018,25_to_29,25,29,Males,5410
Ang Mo Kio,2018,30_to_34,30,34,Females,5260
Ang Mo Kio,2018,30_to_34,30,34,Males,4820
Ang Mo Kio,2018,35_to_39,35,39,Females,6230
Ang Mo Kio,2018,35_to_39,35,39,Males,5410
Ang Mo Kio,2018,40_to_44,40,44,Females,6410
Ang Mo Kio,2018,40_to_44,40,44,Males,5640
Ang Mo Kio,2018,45_to_49,45,49,Females,6550
Ang Mo Kio,2018,45_to_49,45,49,Males,6060
Ang Mo Kio,2018,5_to_9,5,9,Females,3300
Ang Mo Kio,2018,5_to_9,5,9,Males,3290
Ang Mo Kio,2018,50_to_54,50,54,Females,6540
Ang Mo Kio,2018,50_to_54,50,54,Males,6260
Ang Mo Kio,2018,55_to_59,55,59,Females,6600
Ang Mo Kio,2018,55_to_59,55,59,Males,6670
Ang Mo Kio,2018,60_to_64,60,64,Females,6880
Ang Mo Kio,2018,60_to_64,60,64,Males,6000
Ang Mo Kio,2018,65_to_69,65,69,Females,6310
Ang Mo Kio,2018,65_to_69,65,69,Males,5560
Ang Mo Kio,2018,70_to_74,70,74,Females,4490
Ang Mo Kio,2018,70_to_74,70,74,Males,3760
Ang Mo Kio,2018,75_to_79,75,79,Females,3410
Ang Mo Kio,2018,75_to_79,75,79,Males,2660
Ang Mo Kio,2018,80_to_84,80,84,Females,1980
Ang Mo Kio,2018,80_to_84,80,84,Males,1560
Ang Mo Kio,2018,85_to_89,85,89,Females,1240
Ang Mo Kio,2018,85_to_89,85,89,Males,770
Ang Mo Kio,2018,90_and_over,NA,NA,Females,710
Ang Mo Kio,2018,90_and_over,NA,NA,Males,250
Ang Mo Kio,2019,0_to_4,0,4,Females,2660
Ang Mo Kio,2019,0_to_4,0,4,Males,2760
Ang Mo Kio,2019,10_to_14,10,14,Females,3670
Ang Mo Kio,2019,10_to_14,10,14,Males,3710
Ang Mo Kio,2019,15_to_19,15,19,Females,3890
Ang Mo Kio,2019,15_to_19,15,19,Males,4040
Ang Mo Kio,2019,20_to_24,20,24,Females,4390
Ang Mo Kio,2019,20_to_24,20,24,Males,4530
Ang Mo Kio,2019,25_to_29,25,29,Females,5410
Ang Mo Kio,2019,25_to_29,25,29,Males,5210
Ang Mo Kio,2019,30_to_34,30,34,Females,5440
Ang Mo Kio,2019,30_to_34,30,34,Males,5070
Ang Mo Kio,2019,35_to_39,35,39,Females,5800
Ang Mo Kio,2019,35_to_39,35,39,Males,5140
Ang Mo Kio,2019,40_to_44,40,44,Females,6290
Ang Mo Kio,2019,40_to_44,40,44,Males,5470
Ang Mo Kio,2019,45_to_49,45,49,Females,6560
Ang Mo Kio,2019,45_to_49,45,49,Males,6010
Ang Mo Kio,2019,5_to_9,5,9,Females,3110
Ang Mo Kio,2019,5_to_9,5,9,Males,3120
Ang Mo Kio,2019,50_to_54,50,54,Females,6290
Ang Mo Kio,2019,50_to_54,50,54,Males,5880
Ang Mo Kio,2019,55_to_59,55,59,Females,6520
Ang Mo Kio,2019,55_to_59,55,59,Males,6570
Ang Mo Kio,2019,60_to_64,60,64,Females,6810
Ang Mo Kio,2019,60_to_64,60,64,Males,6000
Ang Mo Kio,2019,65_to_69,65,69,Females,6490
Ang Mo Kio,2019,65_to_69,65,69,Males,5480
Ang Mo Kio,2019,70_to_74,70,74,Females,4820
Ang Mo Kio,2019,70_to_74,70,74,Males,4140
Ang Mo Kio,2019,75_to_79,75,79,Females,3430
Ang Mo Kio,2019,75_to_79,75,79,Males,2730
Ang Mo Kio,2019,80_to_84,80,84,Females,2160
Ang Mo Kio,2019,80_to_84,80,84,Males,1680
Ang Mo Kio,2019,85_to_89,85,89,Females,1270
Ang Mo Kio,2019,85_to_89,85,89,Males,840
Ang Mo Kio,2019,90_and_over,NA,NA,Females,760
Ang Mo Kio,2019,90_and_over,NA,NA,Males,280
Ang Mo Kio,2020,0_to_4,0,4,Females,2590
Ang Mo Kio,2020,0_to_4,0,4,Males,2710
Ang Mo Kio,2020,10_to_14,10,14,Females,3470
Ang Mo Kio,2020,10_to_14,10,14,Males,3590
Ang Mo Kio,2020,15_to_19,15,19,Females,3750
Ang Mo Kio,2020,15_to_19,15,19,Males,3870
Ang Mo Kio,2020,20_to_24,20,24,Females,4290
Ang Mo Kio,2020,20_to_24,20,24,Males,4400
Ang Mo Kio,2020,25_to_29,25,29,Females,5210
Ang Mo Kio,2020,25_to_29,25,29,Males,5090
Ang Mo Kio,2020,30_to_34,30,34,Females,5490
Ang Mo Kio,2020,30_to_34,30,34,Males,5070
Ang Mo Kio,2020,35_to_39,35,39,Females,5540
Ang Mo Kio,2020,35_to_39,35,39,Males,4880
Ang Mo Kio,2020,40_to_44,40,44,Females,6080
Ang Mo Kio,2020,40_to_44,40,44,Males,5270
Ang Mo Kio,2020,45_to_49,45,49,Females,6510
Ang Mo Kio,2020,45_to_49,45,49,Males,5930
Ang Mo Kio,2020,5_to_9,5,9,Females,3080
Ang Mo Kio,2020,5_to_9,5,9,Males,3040
Ang Mo Kio,2020,50_to_54,50,54,Females,6130
Ang Mo Kio,2020,50_to_54,50,54,Males,5750
Ang Mo Kio,2020,55_to_59,55,59,Females,6470
Ang Mo Kio,2020,55_to_59,55,59,Males,6330
Ang Mo Kio,2020,60_to_64,60,64,Females,6650
Ang Mo Kio,2020,60_to_64,60,64,Males,6100
Ang Mo Kio,2020,65_to_69,65,69,Females,6510
Ang Mo Kio,2020,65_to_69,65,69,Males,5520
Ang Mo Kio,2020,70_to_74,70,74,Females,5360
Ang Mo Kio,2020,70_to_74,70,74,Males,4610
Ang Mo Kio,2020,75_to_79,75,79,Females,3210
Ang Mo Kio,2020,75_to_79,75,79,Males,2560
Ang Mo Kio,2020,80_to_84,80,84,Females,2380
Ang Mo Kio,2020,80_to_84,80,84,Males,1830
Ang Mo Kio,2020,85_to_89,85,89,Females,1370
Ang Mo Kio,2020,85_to_89,85,89,Males,900
Ang Mo Kio,2020,90_and_over,NA,NA,Females,820
Ang Mo Kio,2020,90_and_over,NA,NA,Males,310
Bedok,2000,0_to_4,0,4,Females,7800
Bedok,2000,0_to_4,0,4,Males,8470
Bedok,2000,10_to_14,10,14,Females,10260
Bedok,2000,10_to_14,10,14,Males,10870
Bedok,2000,15_to_19,15,19,Females,9630
Bedok,2000,15_to_19,15,19,Males,10130
Bedok,2000,20_to_24,20,24,Females,10030
Bedok,2000,20_to_24,20,24,Males,10310
Bedok,2000,25_to_29,25,29,Females,11070
Bedok,2000,25_to_29,25,29,Males,11060
Bedok,2000,30_to_34,30,34,Females,10560
Bedok,2000,30_to_34,30,34,Males,10340
Bedok,2000,35_to_39,35,39,Females,12940
Bedok,2000,35_to_39,35,39,Males,12330
Bedok,2000,40_to_44,40,44,Females,13810
Bedok,2000,40_to_44,40,44,Males,13200
Bedok,2000,45_to_49,45,49,Females,12650
Bedok,2000,45_to_49,45,49,Males,12190
Bedok,2000,5_to_9,5,9,Females,10210
Bedok,2000,5_to_9,5,9,Males,10800
Bedok,2000,50_to_54,50,54,Females,10530
Bedok,2000,50_to_54,50,54,Males,10470
Bedok,2000,55_to_59,55,59,Females,6090
Bedok,2000,55_to_59,55,59,Males,6130
Bedok,2000,60_to_64,60,64,Females,5450
Bedok,2000,60_to_64,60,64,Males,5150
Bedok,2000,65_to_69,65,69,Females,4570
Bedok,2000,65_to_69,65,69,Males,3960
Bedok,2000,70_to_74,70,74,Females,3620
Bedok,2000,70_to_74,70,74,Males,3040
Bedok,2000,75_to_79,75,79,Females,2210
Bedok,2000,75_to_79,75,79,Males,1670
Bedok,2000,80_to_84,80,84,Females,1370
Bedok,2000,80_to_84,80,84,Males,830
Bedok,2000,85_to_89,85,89,Females,800
Bedok,2000,85_to_89,85,89,Males,410
Bedok,2000,90_and_over,NA,NA,Females,350
Bedok,2000,90_and_over,NA,NA,Males,130
Bedok,2001,0_to_4,0,4,Females,7650
Bedok,2001,0_to_4,0,4,Males,8300
Bedok,2001,10_to_14,10,14,Females,10490
Bedok,2001,10_to_14,10,14,Males,11040
Bedok,2001,15_to_19,15,19,Females,9410
Bedok,2001,15_to_19,15,19,Males,10020
Bedok,2001,20_to_24,20,24,Females,9980
Bedok,2001,20_to_24,20,24,Males,10180
Bedok,2001,25_to_29,25,29,Females,10920
Bedok,2001,25_to_29,25,29,Males,10870
Bedok,2001,30_to_34,30,34,Females,10480
Bedok,2001,30_to_34,30,34,Males,10050
Bedok,2001,35_to_39,35,39,Females,12510
Bedok,2001,35_to_39,35,39,Males,11970
Bedok,2001,40_to_44,40,44,Females,13770
Bedok,2001,40_to_44,40,44,Males,13210
Bedok,2001,45_to_49,45,49,Females,12890
Bedok,2001,45_to_49,45,49,Males,12330
Bedok,2001,5_to_9,5,9,Females,9600
Bedok,2001,5_to_9,5,9,Males,10110
Bedok,2001,50_to_54,50,54,Females,11210
Bedok,2001,50_to_54,50,54,Males,11230
Bedok,2001,55_to_59,55,59,Females,6160
Bedok,2001,55_to_59,55,59,Males,6160
Bedok,2001,60_to_64,60,64,Females,5710
Bedok,2001,60_to_64,60,64,Males,5410
Bedok,2001,65_to_69,65,69,Females,4610
Bedok,2001,65_to_69,65,69,Males,4000
Bedok,2001,70_to_74,70,74,Females,3700
Bedok,2001,70_to_74,70,74,Males,3110
Bedok,2001,75_to_79,75,79,Females,2400
Bedok,2001,75_to_79,75,79,Males,1820
Bedok,2001,80_to_84,80,84,Females,1400
Bedok,2001,80_to_84,80,84,Males,840
Bedok,2001,85_to_89,85,89,Females,810
Bedok,2001,85_to_89,85,89,Males,430
Bedok,2001,90_and_over,NA,NA,Females,420
Bedok,2001,90_and_over,NA,NA,Males,170
Bedok,2002,0_to_4,0,4,Females,7410
Bedok,2002,0_to_4,0,4,Males,8090
Bedok,2002,10_to_14,10,14,Females,10700
Bedok,2002,10_to_14,10,14,Males,11170
Bedok,2002,15_to_19,15,19,Females,9090
Bedok,2002,15_to_19,15,19,Males,9780
Bedok,2002,20_to_24,20,24,Females,9770
Bedok,2002,20_to_24,20,24,Males,9820
Bedok,2002,25_to_29,25,29,Females,10850
Bedok,2002,25_to_29,25,29,Males,10700
Bedok,2002,30_to_34,30,34,Females,10630
Bedok,2002,30_to_34,30,34,Males,10230
Bedok,2002,35_to_39,35,39,Females,12190
Bedok,2002,35_to_39,35,39,Males,11670
Bedok,2002,40_to_44,40,44,Females,13530
Bedok,2002,40_to_44,40,44,Males,13160
Bedok,2002,45_to_49,45,49,Females,12920
Bedok,2002,45_to_49,45,49,Males,12550
Bedok,2002,5_to_9,5,9,Females,9180
Bedok,2002,5_to_9,5,9,Males,9820
Bedok,2002,50_to_54,50,54,Females,11320
Bedok,2002,50_to_54,50,54,Males,11120
Bedok,2002,55_to_59,55,59,Females,7100
Bedok,2002,55_to_59,55,59,Males,7120
Bedok,2002,60_to_64,60,64,Females,5870
Bedok,2002,60_to_64,60,64,Males,5650
Bedok,2002,65_to_69,65,69,Females,4580
Bedok,2002,65_to_69,65,69,Males,4110
Bedok,2002,70_to_74,70,74,Females,3770
Bedok,2002,70_to_74,70,74,Males,3130
Bedok,2002,75_to_79,75,79,Females,2550
Bedok,2002,75_to_79,75,79,Males,1990
Bedok,2002,80_to_84,80,84,Females,1470
Bedok,2002,80_to_84,80,84,Males,920
Bedok,2002,85_to_89,85,89,Females,840
Bedok,2002,85_to_89,85,89,Males,430
Bedok,2002,90_and_over,NA,NA,Females,460
Bedok,2002,90_and_over,NA,NA,Males,220
Bedok,2003,0_to_4,0,4,Females,7040
Bedok,2003,0_to_4,0,4,Males,7550
Bedok,2003,10_to_14,10,14,Females,10370
Bedok,2003,10_to_14,10,14,Males,10900
Bedok,2003,15_to_19,15,19,Females,9020
Bedok,2003,15_to_19,15,19,Males,9760
Bedok,2003,20_to_24,20,24,Females,9590
Bedok,2003,20_to_24,20,24,Males,9640
Bedok,2003,25_to_29,25,29,Females,10190
Bedok,2003,25_to_29,25,29,Males,10070
Bedok,2003,30_to_34,30,34,Females,10410
Bedok,2003,30_to_34,30,34,Males,9840
Bedok,2003,35_to_39,35,39,Females,11400
Bedok,2003,35_to_39,35,39,Males,11120
Bedok,2003,40_to_44,40,44,Females,13040
Bedok,2003,40_to_44,40,44,Males,12710
Bedok,2003,45_to_49,45,49,Females,12790
Bedok,2003,45_to_49,45,49,Males,12440
Bedok,2003,5_to_9,5,9,Females,8860
Bedok,2003,5_to_9,5,9,Males,9470
Bedok,2003,50_to_54,50,54,Females,11180
Bedok,2003,50_to_54,50,54,Males,10920
Bedok,2003,55_to_59,55,59,Females,7810
Bedok,2003,55_to_59,55,59,Males,7760
Bedok,2003,60_to_64,60,64,Females,5880
Bedok,2003,60_to_64,60,64,Males,5520
Bedok,2003,65_to_69,65,69,Females,4520
Bedok,2003,65_to_69,65,69,Males,4110
Bedok,2003,70_to_74,70,74,Females,3740
Bedok,2003,70_to_74,70,74,Males,3010
Bedok,2003,75_to_79,75,79,Females,2540
Bedok,2003,75_to_79,75,79,Males,1780
Bedok,2003,80_to_84,80,84,Females,1510
Bedok,2003,80_to_84,80,84,Males,910
Bedok,2003,85_to_89,85,89,Females,840
Bedok,2003,85_to_89,85,89,Males,430
Bedok,2003,90_and_over,NA,NA,Females,510
Bedok,2003,90_and_over,NA,NA,Males,190
Bedok,2004,0_to_4,0,4,Females,6860
Bedok,2004,0_to_4,0,4,Males,7130
Bedok,2004,10_to_14,10,14,Females,9990
Bedok,2004,10_to_14,10,14,Males,10540
Bedok,2004,15_to_19,15,19,Females,9490
Bedok,2004,15_to_19,15,19,Males,10090
Bedok,2004,20_to_24,20,24,Females,9320
Bedok,2004,20_to_24,20,24,Males,9590
Bedok,2004,25_to_29,25,29,Females,9840
Bedok,2004,25_to_29,25,29,Males,9780
Bedok,2004,30_to_34,30,34,Females,10500
Bedok,2004,30_to_34,30,34,Males,9760
Bedok,2004,35_to_39,35,39,Females,11060
Bedok,2004,35_to_39,35,39,Males,10650
Bedok,2004,40_to_44,40,44,Females,12860
Bedok,2004,40_to_44,40,44,Males,12470
Bedok,2004,45_to_49,45,49,Females,12790
Bedok,2004,45_to_49,45,49,Males,12630
Bedok,2004,5_to_9,5,9,Females,8450
Bedok,2004,5_to_9,5,9,Males,9130
Bedok,2004,50_to_54,50,54,Females,11410
Bedok,2004,50_to_54,50,54,Males,11080
Bedok,2004,55_to_59,55,59,Females,8630
Bedok,2004,55_to_59,55,59,Males,8470
Bedok,2004,60_to_64,60,64,Females,5780
Bedok,2004,60_to_64,60,64,Males,5680
Bedok,2004,65_to_69,65,69,Females,4880
Bedok,2004,65_to_69,65,69,Males,4260
Bedok,2004,70_to_74,70,74,Females,3830
Bedok,2004,70_to_74,70,74,Males,3100
Bedok,2004,75_to_79,75,79,Females,2770
Bedok,2004,75_to_79,75,79,Males,1970
Bedok,2004,80_to_84,80,84,Females,1490
Bedok,2004,80_to_84,80,84,Males,1050
Bedok,2004,85_to_89,85,89,Females,870
Bedok,2004,85_to_89,85,89,Males,440
Bedok,2004,90_and_over,NA,NA,Females,550
Bedok,2004,90_and_over,NA,NA,Males,180
Bedok,2005,0_to_4,0,4,Females,6590
Bedok,2005,0_to_4,0,4,Males,6850
Bedok,2005,10_to_14,10,14,Females,9840
Bedok,2005,10_to_14,10,14,Males,10380
Bedok,2005,15_to_19,15,19,Females,9820
Bedok,2005,15_to_19,15,19,Males,10260
Bedok,2005,20_to_24,20,24,Females,9200
Bedok,2005,20_to_24,20,24,Males,9640
Bedok,2005,25_to_29,25,29,Females,9770
Bedok,2005,25_to_29,25,29,Males,9750
