PA,Time,AG,Starting_Age,Ending_Age,Sex,Total Pop
Pasir Ris,2020,0_to_4,0,4,Females,2810
Pasir Ris,2020,0_to_4,0,4,Males,2900
Pasir Ris,2020,10_to_14,10,14,Females,3750
Pasir Ris,2020,10_to_14,10,14,Males,3970
Pasir Ris,2020,15_to_19,15,19,Females,4550
Pasir Ris,2020,15_to_19,15,19,Males,4820
Pasir Ris,2020,20_to_24,20,24,Females,6020
Pasir Ris,2020,20_to_24,20,24,Males,6420
Pasir Ris,2020,25_to_29,25,29,Females,6510
Pasir Ris,2020,25_to_29,25,29,Males,6880
Pasir Ris,2020,30_to_34,30,34,Females,4620
Pasir Ris,2020,30_to_34,30,34,Males,4440
Pasir Ris,2020,35_to_39,35,39,Females,4730
Pasir Ris,2020,35_to_39,35,39,Males,4190
Pasir Ris,2020,40_to_44,40,44,Females,5220
Pasir Ris,2020,40_to_44,40,44,Males,4600
Pasir Ris,2020,45_to_49,45,49,Females,5670
Pasir Ris,2020,45_to_49,45,49,Males,5170
Pasir Ris,2020,5_to_9,5,9,Females,3200
Pasir Ris,2020,5_to_9,5,9,Males,3370
Pasir Ris,2020,50_to_54,50,54,Females,7190
Pasir Ris,2020,50_to_54,50,54,Males,5810
Pasir Ris,2020,55_to_59,55,59,Females,6740
Pasir Ris,2020,55_to_59,55,59,Males,7090
Pasir Ris,2020,60_to_64,60,64,Females,4940
Pasir Ris,2020,60_to_64,60,64,Males,5280
Pasir Ris,2020,65_to_69,65,69,Females,3240
Pasir Ris,2020,65_to_69,65,69,Males,3550
Pasir Ris,2020,70_to_74,70,74,Females,2250
Pasir Ris,2020,70_to_74,70,74,Males,2100
Pasir Ris,2020,75_to_79,75,79,Females,1290
Pasir Ris,2020,75_to_79,75,79,Males,970
Pasir Ris,2020,80_to_84,80,84,Females,1010
Pasir Ris,2020,80_to_84,80,84,Males,620
Pasir Ris,2020,85_to_89,85,89,Females,610
Pasir Ris,2020,85_to_89,85,89,Males,310
Pasir Ris,2020,90_and_over,NA,NA,Females,360
Pasir Ris,2020,90_and_over,NA,NA,Males,140
Paya Lebar,2000,0_to_4,0,4,Females,0
Paya Lebar,2000,0_to_4,0,4,Males,0
Paya Lebar,2000,10_to_14,10,14,Females,0
Paya Lebar,2000,10_to_14,10,14,Males,0
Paya Lebar,2000,15_to_19,15,19,Females,0
Paya Lebar,2000,15_to_19,15,19,Males,0
Paya Lebar,2000,20_to_24,20,24,Females,0
Paya Lebar,2000,20_to_24,20,24,Males,0
Paya Lebar,2000,25_to_29,25,29,Females,0
Paya Lebar,2000,25_to_29,25,29,Males,0
Paya Lebar,2000,30_to_34,30,34,Females,0
Paya Lebar,2000,30_to_34,30,34,Males,0
Paya Lebar,2000,35_to_39,35,39,Females,0
Paya Lebar,2000,35_to_39,35,39,Males,0
Paya Lebar,2000,40_to_44,40,44,Females,0
Paya Lebar,2000,40_to_44,40,44,Males,0
Paya Lebar,2000,45_to_49,45,49,Females,0
Paya Lebar,2000,45_to_49,45,49,Males,0
Paya Lebar,2000,5_to_9,5,9,Females,0
Paya Lebar,2000,5_to_9,5,9,Males,0
Paya Lebar,2000,50_to_54,50,54,Females,0
Paya Lebar,2000,50_to_54,50,54,Males,0
Paya Lebar,2000,55_to_59,55,59,Females,0
Paya Lebar,2000,55_to_59,55,59,Males,0
Paya Lebar,2000,60_to_64,60,64,Females,0
Paya Lebar,2000,60_to_64,60,64,Males,0
Paya Lebar,2000,65_to_69,65,69,Females,0
Paya Lebar,2000,65_to_69,65,69,Males,0
Paya Lebar,2000,70_to_74,70,74,Females,0
Paya Lebar,2000,70_to_74,70,74,Males,0
Paya Lebar,2000,75_to_79,75,79,Females,0
Paya Lebar,2000,75_to_79,75,79,Males,0
Paya Lebar,2000,80_to_84,80,84,Females,0
Paya Lebar,2000,80_to_84,80,84,Males,0
Paya Lebar,2000,85_to_89,85,89,Females,0
Paya Lebar,2000,85_to_89,85,89,Males,0
Paya Lebar,2000,90_and_over,NA,NA,Females,0
Paya Lebar,2000,90_and_over,NA,NA,Males,0
Paya Lebar,2001,0_to_4,0,4,Females,0
Paya Lebar,2001,0_to_4,0,4,Males,0
Paya Lebar,2001,10_to_14,10,14,Females,0
Paya Lebar,2001,10_to_14,10,14,Males,0
Paya Lebar,2001,15_to_19,15,19,Females,0
Paya Lebar,2001,15_to_19,15,19,Males,0
Paya Lebar,2001,20_to_24,20,24,Females,0
Paya Lebar,2001,20_to_24,20,24,Males,0
Paya Lebar,2001,25_to_29,25,29,Females,0
Paya Lebar,2001,25_to_29,25,29,Males,0
Paya Lebar,2001,30_to_34,30,34,Females,0
Paya Lebar,2001,30_to_34,30,34,Males,0
Paya Lebar,2001,35_to_39,35,39,Females,0
Paya Lebar,2001,35_to_39,35,39,Males,0
Paya Lebar,2001,40_to_44,40,44,Females,0
Paya Lebar,2001,40_to_44,40,44,Males,0
Paya Lebar,2001,45_to_49,45,49,Females,0
Paya Lebar,2001,45_to_49,45,49,Males,0
Paya Lebar,2001,5_to_9,5,9,Females,0
Paya Lebar,2001,5_to_9,5,9,Males,0
Paya Lebar,2001,50_to_54,50,54,Females,0
Paya Lebar,2001,50_to_54,50,54,Males,0
Paya Lebar,2001,55_to_59,55,59,Females,0
Paya Lebar,2001,55_to_59,55,59,Males,0
Paya Lebar,2001,60_to_64,60,64,Females,0
Paya Lebar,2001,60_to_64,60,64,Males,0
Paya Lebar,2001,65_to_69,65,69,Females,0
Paya Lebar,2001,65_to_69,65,69,Males,0
Paya Lebar,2001,70_to_74,70,74,Females,0
Paya Lebar,2001,70_to_74,70,74,Males,0
Paya Lebar,2001,75_to_79,75,79,Females,0
Paya Lebar,2001,75_to_79,75,79,Males,0
Paya Lebar,2001,80_to_84,80,84,Females,0
Paya Lebar,2001,80_to_84,80,84,Males,0
Paya Lebar,2001,85_to_89,85,89,Females,0
Paya Lebar,2001,85_to_89,85,89,Males,0
Paya Lebar,2001,90_and_over,NA,NA,Females,0
Paya Lebar,2001,90_and_over,NA,NA,Males,0
Paya Lebar,2002,0_to_4,0,4,Females,0
Paya Lebar,2002,0_to_4,0,4,Males,0
Paya Lebar,2002,10_to_14,10,14,Females,0
Paya Lebar,2002,10_to_14,10,14,Males,0
Paya Lebar,2002,15_to_19,15,19,Females,0
Paya Lebar,2002,15_to_19,15,19,Males,0
Paya Lebar,2002,20_to_24,20,24,Females,0
Paya Lebar,2002,20_to_24,20,24,Males,0
Paya Lebar,2002,25_to_29,25,29,Females,0
Paya Lebar,2002,25_to_29,25,29,Males,0
Paya Lebar,2002,30_to_34,30,34,Females,0
Paya Lebar,2002,30_to_34,30,34,Males,0
Paya Lebar,2002,35_to_39,35,39,Females,0
Paya Lebar,2002,35_to_39,35,39,Males,0
Paya Lebar,2002,40_to_44,40,44,Females,0
Paya Lebar,2002,40_to_44,40,44,Males,0
Paya Lebar,2002,45_to_49,45,49,Females,0
Paya Lebar,2002,45_to_49,45,49,Males,0
Paya Lebar,2002,5_to_9,5,9,Females,0
Paya Lebar,2002,5_to_9,5,9,Males,0
Paya Lebar,2002,50_to_54,50,54,Females,0
Paya Lebar,2002,50_to_54,50,54,Males,0
Paya Lebar,2002,55_to_59,55,59,Females,0
Paya Lebar,2002,55_to_59,55,59,Males,0
Paya Lebar,2002,60_to_64,60,64,Females,0
Paya Lebar,2002,60_to_64,60,64,Males,0
Paya Lebar,2002,65_to_69,65,69,Females,0
Paya Lebar,2002,65_to_69,65,69,Males,0
Paya Lebar,2002,70_to_74,70,74,Females,0
Paya Lebar,2002,70_to_74,70,74,Males,0
Paya Lebar,2002,75_to_79,75,79,Females,0
Paya Lebar,2002,75_to_79,75,79,Males,0
Paya Lebar,2002,80_to_84,80,84,Females,0
Paya Lebar,2002,80_to_84,80,84,Males,0
Paya Lebar,2002,85_to_89,85,89,Females,0
Paya Lebar,2002,85_to_89,85,89,Males,0
Paya Lebar,2002,90_and_over,NA,NA,Females,0
Paya Lebar,2002,90_and_over,NA,NA,Males,0
Paya Lebar,2003,0_to_4,0,4,Females,0
Paya Lebar,2003,0_to_4,0,4,Males,0
Paya Lebar,2003,10_to_14,10,14,Females,0
Paya Lebar,2003,10_to_14,10,14,Males,0
Paya Lebar,2003,15_to_19,15,19,Females,0
Paya Lebar,2003,15_to_19,15,19,Males,0
Paya Lebar,2003,20_to_24,20,24,Females,0
Paya Lebar,2003,20_to_24,20,24,Males,0
Paya Lebar,2003,25_to_29,25,29,Females,0
Paya Lebar,2003,25_to_29,25,29,Males,0
Paya Lebar,2003,30_to_34,30,34,Females,0
Paya Lebar,2003,30_to_34,30,34,Males,0
Paya Lebar,2003,35_to_39,35,39,Females,0
Paya Lebar,2003,35_to_39,35,39,Males,0
Paya Lebar,2003,40_to_44,40,44,Females,0
Paya Lebar,2003,40_to_44,40,44,Males,0
Paya Lebar,2003,45_to_49,45,49,Females,0
Paya Lebar,2003,45_to_49,45,49,Males,0
Paya Lebar,2003,5_to_9,5,9,Females,0
Paya Lebar,2003,5_to_9,5,9,Males,0
Paya Lebar,2003,50_to_54,50,54,Females,0
Paya Lebar,2003,50_to_54,50,54,Males,0
Paya Lebar,2003,55_to_59,55,59,Females,0
Paya Lebar,2003,55_to_59,55,59,Males,0
Paya Lebar,2003,60_to_64,60,64,Females,0
Paya Lebar,2003,60_to_64,60,64,Males,0
Paya Lebar,2003,65_to_69,65,69,Females,0
Paya Lebar,2003,65_to_69,65,69,Males,0
Paya Lebar,2003,70_to_74,70,74,Females,0
Paya Lebar,2003,70_to_74,70,74,Males,0
Paya Lebar,2003,75_to_79,75,79,Females,0
Paya Lebar,2003,75_to_79,75,79,Males,0
Paya Lebar,2003,80_to_84,80,84,Females,0
Paya Lebar,2003,80_to_84,80,84,Males,0
Paya Lebar,2003,85_to_89,85,89,Females,0
Paya Lebar,2003,85_to_89,85,89,Males,0
Paya Lebar,2003,90_and_over,NA,NA,Females,0
Paya Lebar,2003,90_and_over,NA,NA,Males,0
Paya Lebar,2004,0_to_4,0,4,Females,0
Paya Lebar,2004,0_to_4,0,4,Males,0
Paya Lebar,2004,10_to_14,10,14,Females,0
Paya Lebar,2004,10_to_14,10,14,Males,0
Paya Lebar,2004,15_to_19,15,19,Females,0
Paya Lebar,2004,15_to_19,15,19,Males,0
Paya Lebar,2004,20_to_24,20,24,Females,0
Paya Lebar,2004,20_to_24,20,24,Males,0
Paya Lebar,2004,25_to_29,25,29,Females,0
Paya Lebar,2004,25_to_29,25,29,Males,0
Paya Lebar,2004,30_to_34,30,34,Females,0
Paya Lebar,2004,30_to_34,30,34,Males,0
Paya Lebar,2004,35_to_39,35,39,Females,0
Paya Lebar,2004,35_to_39,35,39,Males,0
Paya Lebar,2004,40_to_44,40,44,Females,0
Paya Lebar,2004,40_to_44,40,44,Males,0
Paya Lebar,2004,45_to_49,45,49,Females,0
Paya Lebar,2004,45_to_49,45,49,Males,0
Paya Lebar,2004,5_to_9,5,9,Females,0
Paya Lebar,2004,5_to_9,5,9,Males,0
Paya Lebar,2004,50_to_54,50,54,Females,0
Paya Lebar,2004,50_to_54,50,54,Males,0
Paya Lebar,2004,55_to_59,55,59,Females,0
Paya Lebar,2004,55_to_59,55,59,Males,0
Paya Lebar,2004,60_to_64,60,64,Females,0
Paya Lebar,2004,60_to_64,60,64,Males,0
Paya Lebar,2004,65_to_69,65,69,Females,0
Paya Lebar,2004,65_to_69,65,69,Males,0
Paya Lebar,2004,70_to_74,70,74,Females,0
Paya Lebar,2004,70_to_74,70,74,Males,0
Paya Lebar,2004,75_to_79,75,79,Females,0
Paya Lebar,2004,75_to_79,75,79,Males,0
Paya Lebar,2004,80_to_84,80,84,Females,0
Paya Lebar,2004,80_to_84,80,84,Males,0
Paya Lebar,2004,85_to_89,85,89,Females,0
Paya Lebar,2004,85_to_89,85,89,Males,0
Paya Lebar,2004,90_and_over,NA,NA,Females,0
Paya Lebar,2004,90_and_over,NA,NA,Males,0
Paya Lebar,2005,0_to_4,0,4,Females,0
Paya Lebar,2005,0_to_4,0,4,Males,0
Paya Lebar,2005,10_to_14,10,14,Females,0
Paya Lebar,2005,10_to_14,10,14,Males,0
Paya Lebar,2005,15_to_19,15,19,Females,0
Paya Lebar,2005,15_to_19,15,19,Males,0
Paya Lebar,2005,20_to_24,20,24,Females,0
Paya Lebar,2005,20_to_24,20,24,Males,0
Paya Lebar,2005,25_to_29,25,29,Females,0
Paya Lebar,2005,25_to_29,25,29,Males,0
Paya Lebar,2005,30_to_34,30,34,Females,0
Paya Lebar,2005,30_to_34,30,34,Males,0
Paya Lebar,2005,35_to_39,35,39,Females,0
Paya Lebar,2005,35_to_39,35,39,Males,0
Paya Lebar,2005,40_to_44,40,44,Females,0
Paya Lebar,2005,40_to_44,40,44,Males,0
Paya Lebar,2005,45_to_49,45,49,Females,0
Paya Lebar,2005,45_to_49,45,49,Males,0
Paya Lebar,2005,5_to_9,5,9,Females,0
Paya Lebar,2005,5_to_9,5,9,Males,0
Paya Lebar,2005,50_to_54,50,54,Females,0
Paya Lebar,2005,50_to_54,50,54,Males,0
Paya Lebar,2005,55_to_59,55,59,Females,0
Paya Lebar,2005,55_to_59,55,59,Males,0
Paya Lebar,2005,60_to_64,60,64,Females,0
Paya Lebar,2005,60_to_64,60,64,Males,0
Paya Lebar,2005,65_to_69,65,69,Females,0
Paya Lebar,2005,65_to_69,65,69,Males,0
Paya Lebar,2005,70_to_74,70,74,Females,0
Paya Lebar,2005,70_to_74,70,74,Males,0
Paya Lebar,2005,75_to_79,75,79,Females,0
Paya Lebar,2005,75_to_79,75,79,Males,0
Paya Lebar,2005,80_to_84,80,84,Females,0
Paya Lebar,2005,80_to_84,80,84,Males,0
Paya Lebar,2005,85_to_89,85,89,Females,0
Paya Lebar,2005,85_to_89,85,89,Males,0
Paya Lebar,2005,90_and_over,NA,NA,Females,0
Paya Lebar,2005,90_and_over,NA,NA,Males,0
Paya Lebar,2006,0_to_4,0,4,Females,0
Paya Lebar,2006,0_to_4,0,4,Males,0
Paya Lebar,2006,10_to_14,10,14,Females,0
Paya Lebar,2006,10_to_14,10,14,Males,0
Paya Lebar,2006,15_to_19,15,19,Females,0
Paya Lebar,2006,15_to_19,15,19,Males,0
Paya Lebar,2006,20_to_24,20,24,Females,0
Paya Lebar,2006,20_to_24,20,24,Males,0
Paya Lebar,2006,25_to_29,25,29,Females,0
Paya Lebar,2006,25_to_29,25,29,Males,0
Paya Lebar,2006,30_to_34,30,34,Females,0
Paya Lebar,2006,30_to_34,30,34,Males,0
Paya Lebar,2006,35_to_39,35,39,Females,0
Paya Lebar,2006,35_to_39,35,39,Males,0
Paya Lebar,2006,40_to_44,40,44,Females,0
Paya Lebar,2006,40_to_44,40,44,Males,0
Paya Lebar,2006,45_to_49,45,49,Females,0
Paya Lebar,2006,45_to_49,45,49,Males,0
Paya Lebar,2006,5_to_9,5,9,Females,0
Paya Lebar,2006,5_to_9,5,9,Males,0
Paya Lebar,2006,50_to_54,50,54,Females,0
Paya Lebar,2006,50_to_54,50,54,Males,0
Paya Lebar,2006,55_to_59,55,59,Females,0
Paya Lebar,2006,55_to_59,55,59,Males,0
Paya Lebar,2006,60_to_64,60,64,Females,0
Paya Lebar,2006,60_to_64,60,64,Males,0
Paya Lebar,2006,65_to_69,65,69,Females,0
Paya Lebar,2006,65_to_69,65,69,Males,0
Paya Lebar,2006,70_to_74,70,74,Females,0
Paya Lebar,2006,70_to_74,70,74,Males,0
Paya Lebar,2006,75_to_79,75,79,Females,0
Paya Lebar,2006,75_to_79,75,79,Males,0
Paya Lebar,2006,80_to_84,80,84,Females,0
Paya Lebar,2006,80_to_84,80,84,Males,0
Paya Lebar,2006,85_to_89,85,89,Females,0
Paya Lebar,2006,85_to_89,85,89,Males,0
Paya Lebar,2006,90_and_over,NA,NA,Females,0
Paya Lebar,2006,90_and_over,NA,NA,Males,0
Paya Lebar,2007,0_to_4,0,4,Females,0
Paya Lebar,2007,0_to_4,0,4,Males,0
Paya Lebar,2007,10_to_14,10,14,Females,0
Paya Lebar,2007,10_to_14,10,14,Males,0
Paya Lebar,2007,15_to_19,15,19,Females,0
Paya Lebar,2007,15_to_19,15,19,Males,0
Paya Lebar,2007,20_to_24,20,24,Females,0
Paya Lebar,2007,20_to_24,20,24,Males,0
Paya Lebar,2007,25_to_29,25,29,Females,0
Paya Lebar,2007,25_to_29,25,29,Males,0
Paya Lebar,2007,30_to_34,30,34,Females,0
Paya Lebar,2007,30_to_34,30,34,Males,0
Paya Lebar,2007,35_to_39,35,39,Females,0
Paya Lebar,2007,35_to_39,35,39,Males,0
Paya Lebar,2007,40_to_44,40,44,Females,0
Paya Lebar,2007,40_to_44,40,44,Males,0
Paya Lebar,2007,45_to_49,45,49,Females,0
Paya Lebar,2007,45_to_49,45,49,Males,0
Paya Lebar,2007,5_to_9,5,9,Females,0
Paya Lebar,2007,5_to_9,5,9,Males,0
Paya Lebar,2007,50_to_54,50,54,Females,0
Paya Lebar,2007,50_to_54,50,54,Males,0
Paya Lebar,2007,55_to_59,55,59,Females,0
Paya Lebar,2007,55_to_59,55,59,Males,0
Paya Lebar,2007,60_to_64,60,64,Females,0
Paya Lebar,2007,60_to_64,60,64,Males,0
Paya Lebar,2007,65_to_69,65,69,Females,0
Paya Lebar,2007,65_to_69,65,69,Males,0
Paya Lebar,2007,70_to_74,70,74,Females,0
Paya Lebar,2007,70_to_74,70,74,Males,0
Paya Lebar,2007,75_to_79,75,79,Females,0
Paya Lebar,2007,75_to_79,75,79,Males,0
Paya Lebar,2007,80_to_84,80,84,Females,0
Paya Lebar,2007,80_to_84,80,84,Males,0
Paya Lebar,2007,85_to_89,85,89,Females,0
Paya Lebar,2007,85_to_89,85,89,Males,0
Paya Lebar,2007,90_and_over,NA,NA,Females,0
Paya Lebar,2007,90_and_over,NA,NA,Males,0
Paya Lebar,2008,0_to_4,0,4,Females,0
Paya Lebar,2008,0_to_4,0,4,Males,0
Paya Lebar,2008,10_to_14,10,14,Females,0
Paya Lebar,2008,10_to_14,10,14,Males,0
Paya Lebar,2008,15_to_19,15,19,Females,0
Paya Lebar,2008,15_to_19,15,19,Males,0
Paya Lebar,2008,20_to_24,20,24,Females,0
Paya Lebar,2008,20_to_24,20,24,Males,0
Paya Lebar,2008,25_to_29,25,29,Females,0
Paya Lebar,2008,25_to_29,25,29,Males,0
Paya Lebar,2008,30_to_34,30,34,Females,0
Paya Lebar,2008,30_to_34,30,34,Males,0
Paya Lebar,2008,35_to_39,35,39,Females,0
Paya Lebar,2008,35_to_39,35,39,Males,0
Paya Lebar,2008,40_to_44,40,44,Females,0
Paya Lebar,2008,40_to_44,40,44,Males,0
Paya Lebar,2008,45_to_49,45,49,Females,0
Paya Lebar,2008,45_to_49,45,49,Males,0
Paya Lebar,2008,5_to_9,5,9,Females,0
Paya Lebar,2008,5_to_9,5,9,Males,0
Paya Lebar,2008,50_to_54,50,54,Females,0
Paya Lebar,2008,50_to_54,50,54,Males,0
Paya Lebar,2008,55_to_59,55,59,Females,0
Paya Lebar,2008,55_to_59,55,59,Males,0
Paya Lebar,2008,60_to_64,60,64,Females,0
Paya Lebar,2008,60_to_64,60,64,Males,0
Paya Lebar,2008,65_to_69,65,69,Females,0
Paya Lebar,2008,65_to_69,65,69,Males,0
Paya Lebar,2008,70_to_74,70,74,Females,0
Paya Lebar,2008,70_to_74,70,74,Males,0
Paya Lebar,2008,75_to_79,75,79,Females,0
Paya Lebar,2008,75_to_79,75,79,Males,0
Paya Lebar,2008,80_to_84,80,84,Females,0
Paya Lebar,2008,80_to_84,80,84,Males,0
Paya Lebar,2008,85_to_89,85,89,Females,0
Paya Lebar,2008,85_to_89,85,89,Males,0
Paya Lebar,2008,90_and_over,NA,NA,Females,0
Paya Lebar,2008,90_and_over,NA,NA,Males,0
Paya Lebar,2009,0_to_4,0,4,Females,0
Paya Lebar,2009,0_to_4,0,4,Males,0
Paya Lebar,2009,10_to_14,10,14,Females,0
Paya Lebar,2009,10_to_14,10,14,Males,0
Paya Lebar,2009,15_to_19,15,19,Females,0
Paya Lebar,2009,15_to_19,15,19,Males,0
Paya Lebar,2009,20_to_24,20,24,Females,0
Paya Lebar,2009,20_to_24,20,24,Males,0
Paya Lebar,2009,25_to_29,25,29,Females,0
Paya Lebar,2009,25_to_29,25,29,Males,0
Paya Lebar,2009,30_to_34,30,34,Females,0
Paya Lebar,2009,30_to_34,30,34,Males,0
Paya Lebar,2009,35_to_39,35,39,Females,0
Paya Lebar,2009,35_to_39,35,39,Males,0
Paya Lebar,2009,40_to_44,40,44,Females,0
Paya Lebar,2009,40_to_44,40,44,Males,0
Paya Lebar,2009,45_to_49,45,49,Females,0
Paya Lebar,2009,45_to_49,45,49,Males,0
Paya Lebar,2009,5_to_9,5,9,Females,0
Paya Lebar,2009,5_to_9,5,9,Males,0
Paya Lebar,2009,50_to_54,50,54,Females,0
Paya Lebar,2009,50_to_54,50,54,Males,0
Paya Lebar,2009,55_to_59,55,59,Females,0
Paya Lebar,2009,55_to_59,55,59,Males,0
Paya Lebar,2009,60_to_64,60,64,Females,0
Paya Lebar,2009,60_to_64,60,64,Males,0
Paya Lebar,2009,65_to_69,65,69,Females,0
Paya Lebar,2009,65_to_69,65,69,Males,0
Paya Lebar,2009,70_to_74,70,74,Females,0
Paya Lebar,2009,70_to_74,70,74,Males,0
Paya Lebar,2009,75_to_79,75,79,Females,0
Paya Lebar,2009,75_to_79,75,79,Males,0
Paya Lebar,2009,80_to_84,80,84,Females,0
Paya Lebar,2009,80_to_84,80,84,Males,0
Paya Lebar,2009,85_to_89,85,89,Females,0
Paya Lebar,2009,85_to_89,85,89,Males,0
Paya Lebar,2009,90_and_over,NA,NA,Females,0
Paya Lebar,2009,90_and_over,NA,NA,Males,0
Paya Lebar,2010,0_to_4,0,4,Females,0
Paya Lebar,2010,0_to_4,0,4,Males,0
Paya Lebar,2010,10_to_14,10,14,Females,0
Paya Lebar,2010,10_to_14,10,14,Males,0
Paya Lebar,2010,15_to_19,15,19,Females,0
Paya Lebar,2010,15_to_19,15,19,Males,0
Paya Lebar,2010,20_to_24,20,24,Females,0
Paya Lebar,2010,20_to_24,20,24,Males,0
Paya Lebar,2010,25_to_29,25,29,Females,0
Paya Lebar,2010,25_to_29,25,29,Males,0
Paya Lebar,2010,30_to_34,30,34,Females,0
Paya Lebar,2010,30_to_34,30,34,Males,0
Paya Lebar,2010,35_to_39,35,39,Females,0
Paya Lebar,2010,35_to_39,35,39,Males,0
Paya Lebar,2010,40_to_44,40,44,Females,0
Paya Lebar,2010,40_to_44,40,44,Males,0
Paya Lebar,2010,45_to_49,45,49,Females,0
Paya Lebar,2010,45_to_49,45,49,Males,0
Paya Lebar,2010,5_to_9,5,9,Females,0
Paya Lebar,2010,5_to_9,5,9,Males,0
Paya Lebar,2010,50_to_54,50,54,Females,0
Paya Lebar,2010,50_to_54,50,54,Males,0
Paya Lebar,2010,55_to_59,55,59,Females,0
Paya Lebar,2010,55_to_59,55,59,Males,0
Paya Lebar,2010,60_to_64,60,64,Females,0
Paya Lebar,2010,60_to_64,60,64,Males,0
Paya Lebar,2010,65_to_69,65,69,Females,0
Paya Lebar,2010,65_to_69,65,69,Males,0
Paya Lebar,2010,70_to_74,70,74,Females,0
Paya Lebar,2010,70_to_74,70,74,Males,0
Paya Lebar,2010,75_to_79,75,79,Females,0
Paya Lebar,2010,75_to_79,75,79,Males,0
Paya Lebar,2010,80_to_84,80,84,Females,0
Paya Lebar,2010,80_to_84,80,84,Males,0
Paya Lebar,2010,85_to_89,85,89,Females,0
Paya Lebar,2010,85_to_89,85,89,Males,0
Paya Lebar,2010,90_and_over,NA,NA,Females,0
Paya Lebar,2010,90_and_over,NA,NA,Males,0
Paya Lebar,2011,0_to_4,0,4,Females,0
Paya Lebar,2011,0_to_4,0,4,Males,0
Paya Lebar,2011,10_to_14,10,14,Females,0
Paya Lebar,2011,10_to_14,10,14,Males,0
Paya Lebar,2011,15_to_19,15,19,Females,0
Paya Lebar,2011,15_to_19,15,19,Males,0
Paya Lebar,2011,20_to_24,20,24,Females,0
Paya Lebar,2011,20_to_24,20,24,Males,0
Paya Lebar,2011,25_to_29,25,29,Females,0
Paya Lebar,2011,25_to_29,25,29,Males,0
Paya Lebar,2011,30_to_34,30,34,Females,0
Paya Lebar,2011,30_to_34,30,34,Males,0
Paya Lebar,2011,35_to_39,35,39,Females,0
Paya Lebar,2011,35_to_39,35,39,Males,0
Paya Lebar,2011,40_to_44,40,44,Females,0
Paya Lebar,2011,40_to_44,40,44,Males,0
Paya Lebar,2011,45_to_49,45,49,Females,0
Paya Lebar,2011,45_to_49,45,49,Males,0
Paya Lebar,2011,5_to_9,5,9,Females,0
Paya Lebar,2011,5_to_9,5,9,Males,0
Paya Lebar,2011,50_to_54,50,54,Females,0
Paya Lebar,2011,50_to_54,50,54,Males,0
Paya Lebar,2011,55_to_59,55,59,Females,0
Paya Lebar,2011,55_to_59,55,59,Males,0
Paya Lebar,2011,60_to_64,60,64,Females,0
Paya Lebar,2011,60_to_64,60,64,Males,0
Paya Lebar,2011,65_to_69,65,69,Females,0
Paya Lebar,2011,65_to_69,65,69,Males,0
Paya Lebar,2011,70_to_74,70,74,Females,0
Paya Lebar,2011,70_to_74,70,74,Males,0
Paya Lebar,2011,75_to_79,75,79,Females,0
Paya Lebar,2011,75_to_79,75,79,Males,0
Paya Lebar,2011,80_to_84,80,84,Females,0
Paya Lebar,2011,80_to_84,80,84,Males,0
Paya Lebar,2011,85_to_89,85,89,Females,0
Paya Lebar,2011,85_to_89,85,89,Males,0
Paya Lebar,2011,90_and_over,NA,NA,Females,0
Paya Lebar,2011,90_and_over,NA,NA,Males,0
Paya Lebar,2012,0_to_4,0,4,Females,0
Paya Lebar,2012,0_to_4,0,4,Males,0
Paya Lebar,2012,10_to_14,10,14,Females,0
Paya Lebar,2012,10_to_14,10,14,Males,0
Paya Lebar,2012,15_to_19,15,19,Females,0
Paya Lebar,2012,15_to_19,15,19,Males,0
Paya Lebar,2012,20_to_24,20,24,Females,0
Paya Lebar,2012,20_to_24,20,24,Males,0
Paya Lebar,2012,25_to_29,25,29,Females,0
Paya Lebar,2012,25_to_29,25,29,Males,0
Paya Lebar,2012,30_to_34,30,34,Females,0
Paya Lebar,2012,30_to_34,30,34,Males,0
Paya Lebar,2012,35_to_39,35,39,Females,0
Paya Lebar,2012,35_to_39,35,39,Males,0
Paya Lebar,2012,40_to_44,40,44,Females,0
Paya Lebar,2012,40_to_44,40,44,Males,0
Paya Lebar,2012,45_to_49,45,49,Females,0
Paya Lebar,2012,45_to_49,45,49,Males,0
Paya Lebar,2012,5_to_9,5,9,Females,0
Paya Lebar,2012,5_to_9,5,9,Males,0
Paya Lebar,2012,50_to_54,50,54,Females,0
Paya Lebar,2012,50_to_54,50,54,Males,0
Paya Lebar,2012,55_to_59,55,59,Females,0
Paya Lebar,2012,55_to_59,55,59,Males,0
Paya Lebar,2012,60_to_64,60,64,Females,0
Paya Lebar,2012,60_to_64,60,64,Males,0
Paya Lebar,2012,65_to_69,65,69,Females,0
Paya Lebar,2012,65_to_69,65,69,Males,0
Paya Lebar,2012,70_to_74,70,74,Females,0
Paya Lebar,2012,70_to_74,70,74,Males,0
Paya Lebar,2012,75_to_79,75,79,Females,0
Paya Lebar,2012,75_to_79,75,79,Males,0
Paya Lebar,2012,80_to_84,80,84,Females,0
Paya Lebar,2012,80_to_84,80,84,Males,0
Paya Lebar,2012,85_to_89,85,89,Females,0
Paya Lebar,2012,85_to_89,85,89,Males,0
Paya Lebar,2012,90_and_over,NA,NA,Females,0
Paya Lebar,2012,90_and_over,NA,NA,Males,0
Paya Lebar,2013,0_to_4,0,4,Females,0
